"","X_0001","X_0003","X_0006","X_0007","X_0008","X_0009","X_0011","X_0012","X_0013","X_0014","X_0016","X_0017","X_0018","X_0019","X_0020","X_0021","X_0022","X_0023","X_0025","X_0026","X_0027","X_0030","X_0032","X_0035","X_0036","X_0039","X_0041","X_0042","X_0043","X_0044","X_0045","X_0049","X_0052","X_0053","X_0055","X_0057","X_0058","X_0059","X_0060","X_0061","X_0062","X_0063","X_0064","X_0065","X_0068","X_0071","X_0073","X_0077","X_0079","X_0080","X_0081","X_0084","X_0085","X_0088","X_0091","X_0093","X_0094","X_0098","X_0103","X_0104","X_0105","X_0108","X_0110","X_0113","X_0116","X_0123","X_0124","X_0126","X_0131","X_0132","X_0134","X_0136","X_0137","X_0140","X_0142","X_0144","X_0145","X_0146","X_0148","X_0152","X_0153","X_0155","X_0162","X_0165","X_0167","X_0170","X_0175","X_0176","X_0180","X_0182","X_0189","X_0194","X_0195","X_0196","X_0199","X_0200","X_0203","X_0205","X_0208","X_0211","X_0213","X_0214","X_0216","X_0218","X_0219","X_0221","X_0224","X_0225","X_0226","X_0227","X_0234","X_0237","X_0238","X_0247","X_0250","X_0256","X_0257","X_0258","X_0266","X_0269","X_0279","X_0282","X_0283","X_0284","X_0287","X_0295","X_0296","X_0297","X_0301","X_0308","X_0324","X_0331","X_0347","X_0352","X_0354","X_0358","X_0367","X_0374","X_0377","X_0381","X_0386","X_0394","X_0398","X_0415"
"S_00031",0,0,0,40,319,0,0,0,0,0,0,1040,0,0,0,0,224,0,0,2360,597,0,0,0,0,0,463,0,448,0,0,0,0,558,0,0,0,0,0,0,0,0,567,0,0,239,80,0,100,478,0,0,0,2240,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00127",0,0,0,0,106,0,0,0,0,0,0,936,0,0,0,0,272,0,0,2030,724,0,0,0,0,0,553,0,417,0,0,0,0,315,0,68,0,0,0,0,0,0,400,0,0,511,77,0,106,651,0,0,0,1651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00223",0,0,0,0,0,0,0,0,0,0,0,571,0,0,0,0,90,0,0,1401,627,0,0,0,0,0,451,0,163,0,0,0,0,120,0,0,0,0,0,0,0,0,39,0,0,498,0,0,0,374,0,0,0,614,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00319",0,0,0,0,105,0,0,0,0,0,0,722,0,0,0,0,264,0,0,2236,761,0,0,0,0,0,314,0,190,0,0,0,0,217,19,140,0,0,0,0,0,0,31,0,0,1296,47,0,213,726,0,0,0,477,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,35,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00415",0,0,0,0,0,0,0,0,0,0,0,1017,0,0,0,0,160,0,0,2919,891,0,0,0,0,0,20,0,81,0,0,0,0,177,67,140,129,0,0,0,0,0,0,65,0,1728,0,0,171,289,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00511",0,0,0,0,49,79,0,0,0,0,0,911,0,0,0,0,302,0,0,1828,969,0,0,0,0,0,229,0,158,0,0,0,0,139,22,136,161,0,0,0,0,0,0,35,0,2762,0,0,242,601,0,0,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,171,0,0,0,0,38,0,0,0,0,0,19,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
"S_00607",0,0,0,0,0,123,0,0,0,0,0,1268,0,0,0,0,183,0,0,1741,1021,0,0,0,0,0,22,0,86,0,0,0,0,127,75,0,67,0,0,0,0,0,0,71,0,2248,0,0,75,157,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00703",0,0,0,47,0,0,0,0,0,0,0,1019,0,0,0,0,319,0,0,2367,1351,0,0,0,0,0,0,0,0,0,0,0,0,196,117,82,142,0,0,0,0,0,0,145,0,2651,0,0,126,265,0,0,79,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00799",0,0,0,0,0,168,0,0,0,0,0,1307,0,0,0,0,858,0,0,4869,3046,0,0,0,0,0,0,0,0,0,0,0,0,516,570,90,198,0,0,0,0,0,0,582,0,7130,0,0,138,588,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00895",0,0,0,0,0,220,0,0,0,0,0,976,0,0,0,0,826,0,0,3542,3428,0,0,0,0,0,0,0,0,0,0,0,0,483,519,62,220,0,0,0,0,0,0,668,0,4825,0,0,185,439,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00991",0,0,0,0,0,190,0,0,0,0,0,745,0,0,0,0,1149,0,0,2361,3266,0,0,0,0,0,0,0,0,0,0,0,0,399,638,0,0,0,0,0,0,0,0,852,0,4346,0,0,127,492,0,0,156,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0
"S_01087",0,0,0,0,0,237,0,0,0,0,0,1147,0,0,0,0,1780,0,0,3469,2526,0,0,0,0,0,0,0,0,0,0,0,0,489,619,68,0,319,0,0,0,0,0,832,0,4432,0,0,160,600,0,0,271,68,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,377,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
"S_01183",0,0,0,25,0,242,0,0,0,0,0,918,0,0,0,0,1319,0,0,4983,2042,0,0,0,0,0,0,0,0,0,0,0,0,284,863,51,0,0,0,0,0,0,0,940,0,3759,0,0,373,389,0,0,392,57,0,0,150,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,22,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0
"S_01279",0,0,0,0,0,0,0,0,0,0,0,1192,0,0,0,0,1682,0,0,2868,2862,0,0,0,0,0,0,0,0,0,0,0,0,404,596,53,0,0,0,0,0,0,0,1013,0,3219,0,0,113,437,0,0,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,199,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0
"S_01375",0,0,0,0,0,266,0,0,0,0,0,792,0,0,0,0,1883,0,0,1617,1728,0,0,0,0,0,0,0,0,0,0,0,0,150,687,55,0,0,0,0,0,0,0,1473,0,3462,0,0,127,460,0,0,615,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,255,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0
"S_01471",0,0,0,0,0,185,0,0,0,0,0,580,0,0,0,0,2500,18,0,2032,2352,0,0,0,0,0,0,0,0,0,0,0,0,509,663,0,0,395,0,0,0,0,28,851,0,3219,0,0,154,453,0,0,173,0,0,0,207,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01567",0,29,0,0,0,122,0,0,0,0,0,576,0,0,0,0,1399,17,0,2048,1830,0,0,0,0,0,0,0,0,0,0,0,0,127,469,0,0,0,0,0,0,0,17,794,0,1735,0,0,58,356,0,0,429,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,107,0,0,0,0,14,0,0,0,0,0,0,0,0,0,20,0,0,43,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,35,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0
"S_01663",0,105,0,0,0,218,0,0,0,0,22,706,0,0,0,0,942,35,0,2746,2354,0,0,0,0,0,0,0,0,0,0,0,0,196,632,0,0,0,0,0,0,0,0,689,0,1922,0,0,135,205,0,0,414,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,105,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01759",0,1073,0,0,0,307,0,0,0,0,270,622,0,0,0,0,2010,78,0,2215,2235,0,0,0,0,0,0,0,0,0,0,0,0,225,692,66,0,328,0,0,0,0,0,806,0,1895,0,0,364,377,0,0,892,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,172,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,20,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01855",0,2965,0,0,0,401,0,0,0,0,388,570,0,0,0,0,2050,69,0,2063,2581,0,0,0,0,0,0,0,0,0,0,108,0,250,673,65,0,302,0,0,0,0,0,587,0,1299,0,0,315,173,0,0,967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,151,0,0,129,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01951",0,5193,0,0,0,180,0,0,0,0,883,642,0,0,0,0,1402,56,0,1943,2195,0,0,0,0,0,0,0,0,0,0,45,0,432,785,48,0,358,0,0,0,0,0,480,0,1278,0,0,180,172,0,0,713,0,0,0,106,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,156,0,0,58,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"S_02047",0,3009,0,0,0,0,0,0,0,0,494,268,0,0,0,0,265,0,0,698,1369,0,0,0,11,0,0,0,0,0,0,11,0,183,159,0,35,0,0,0,0,0,0,81,0,219,0,0,53,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02143",0,6232,0,0,0,155,0,0,0,0,1899,168,0,0,0,0,303,0,0,628,1346,0,0,0,0,0,0,0,0,0,0,86,0,0,388,0,66,0,0,0,0,0,0,76,0,174,0,0,79,33,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02239",0,10209,0,0,0,364,0,0,1154,0,3377,374,0,0,0,0,1130,0,0,2092,1658,0,0,0,0,0,28,0,0,0,0,448,0,285,332,121,794,276,0,0,0,0,0,117,0,654,0,0,234,0,0,0,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02335",0,7643,0,0,0,0,0,0,378,0,1754,182,0,0,0,0,291,0,0,443,812,0,0,0,0,0,0,0,0,0,0,109,0,0,235,0,248,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02431",0,5951,0,0,0,0,0,0,288,0,965,73,0,0,0,0,157,0,0,197,453,0,0,0,0,0,0,0,0,0,0,52,0,0,157,45,186,0,0,0,0,0,0,0,0,163,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02527",0,4240,0,0,0,0,0,0,222,0,917,94,0,0,0,0,173,24,0,124,209,0,0,0,0,0,0,0,0,0,0,64,0,0,90,26,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02623",0,9289,0,0,0,0,0,0,647,0,2800,205,0,0,0,0,442,0,0,275,464,0,0,0,0,0,0,0,0,0,0,227,0,0,329,43,604,0,0,0,0,0,0,38,0,189,0,0,76,0,0,0,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02719",0,9220,0,0,0,0,0,0,797,0,4276,308,0,0,0,0,385,0,0,442,545,0,0,0,0,0,0,0,0,113,0,247,0,0,478,77,509,0,0,0,0,0,0,0,0,134,0,0,87,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02815",0,7567,0,0,0,0,0,0,529,0,2030,175,0,0,0,0,285,0,0,180,0,0,0,0,0,0,0,0,0,0,0,106,0,0,193,0,368,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02911",0,8329,0,0,0,0,0,0,278,0,2398,141,0,0,0,0,182,0,0,126,0,0,0,0,0,0,0,0,0,0,0,182,0,0,172,0,257,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03007",0,8807,0,0,188,0,0,0,538,0,2848,219,0,0,0,0,130,0,0,204,0,0,0,0,0,0,0,0,0,46,0,368,0,0,275,53,349,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03103",0,7227,0,40,255,0,0,0,594,0,2120,278,0,0,0,0,0,0,0,208,84,0,0,0,0,0,0,0,0,70,0,369,0,0,134,44,275,124,0,0,0,208,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03199",0,8058,0,0,336,0,0,0,507,0,2530,222,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,469,0,0,152,0,317,0,0,0,0,190,0,0,0,0,0,0,44,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03295",0,4424,0,0,0,0,0,0,0,0,1909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,109,0,271,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,197,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03391",0,8205,0,0,411,0,0,0,612,0,3007,207,0,0,0,0,0,0,0,185,166,0,0,0,0,0,0,0,0,70,0,558,0,0,204,92,549,0,0,0,0,204,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03487",0,8005,0,73,442,0,0,0,725,0,3608,427,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,81,0,561,0,0,186,73,535,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03583",0,7390,0,218,691,0,0,0,822,0,3480,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,131,62,573,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,915,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03679",0,11754,0,416,743,0,0,0,945,0,4342,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,0,0,338,0,784,478,0,0,0,270,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,16,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03775",0,8450,0,695,554,0,0,0,1054,0,2665,752,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,64,0,504,0,0,208,94,483,0,0,0,0,158,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,749,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03871",0,5430,0,609,267,0,0,0,490,0,1784,440,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,36,0,225,0,0,121,40,175,0,0,0,0,62,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03967",0,6274,0,665,328,0,0,0,624,0,2447,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,280,0,0,183,57,359,0,0,0,0,76,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04063",0,6057,0,488,416,0,0,0,435,0,1571,242,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,82,0,140,0,0,179,48,367,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04159",0,8016,0,797,437,0,0,0,533,0,2103,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,236,0,0,144,0,481,0,0,0,0,80,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,32,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
