"","X_0002","X_0003","X_0005","X_0009","X_0011","X_0013","X_0014","X_0016","X_0019","X_0020","X_0021","X_0022","X_0024","X_0032","X_0033","X_0035","X_0036","X_0038","X_0039","X_0042","X_0044","X_0045","X_0046","X_0048","X_0049","X_0061","X_0063","X_0078","X_0082","X_0083","X_0087","X_0090","X_0095","X_0098","X_0107","X_0110","X_0128","X_0135","X_0137","X_0151","X_0156","X_0158","X_0163","X_0169","X_0176","X_0185","X_0186","X_0190","X_0192","X_0197","X_0201","X_0213","X_0215","X_0223","X_0244","X_0251","X_0259","X_0260","X_0262","X_0263","X_0267","X_0270","X_0277","X_0294","X_0300","X_0310","X_0322","X_0334","X_0337","X_0359","X_0390","X_0391","X_0491"
"S_08169",0,15956,0,0,0,1254,0,0,0,1335,0,0,0,0,0,0,1185,0,0,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08265",0,15337,0,0,0,2635,893,0,0,2770,0,337,0,0,0,0,1444,0,0,1163,0,0,270,0,0,0,0,348,0,0,112,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08361",0,27774.5,0,0,0,2829,1005.5,0,0,2852,0,283,0,0,0,0,1655.5,0,0,1604,0,0,992.5,0,0,0,0,580.5,0,0,56,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08457",0,40212,0,0,0,3023,1118,0,0,2934,0,229,0,0,0,0,1867,0,0,2045,0,0,1715,0,0,0,0,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08553",0,22872.5,0,0,0,2403.5,667,0,0,2138,0,131.5,0,0,0,0,1026.5,0,0,1271,0,0,1098,0,0,0,0,483,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,12.5,13.5,0,0,0,0
"S_08649",0,22872.5,0,0,0,2403.5,667,0,0,2138,0,131.5,0,0,0,0,1026.5,0,0,1271,0,0,1098,0,0,0,0,483,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,12.5,13.5,0,0,0,0
"S_08745",0,5533,0,0,0,1784,216,0,0,1342,0,34,0,0,0,0,186,0,0,497,0,0,481,0,0,0,0,153,0,0,0,20,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,25,27,0,0,0,0
"S_08841",0,9944,0,0,0,1374,0,0,0,1326,0,48,0,0,0,0,554,0,0,747,0,0,844,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08937",0,5814,0,0,0,952.5,25.5,0,0,751,0,24,0,0,0,0,298.5,0,0,405,0,0,442.5,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09033",0,1684,0,0,0,531,51,0,0,176,0,0,0,0,0,0,43,0,0,63,0,0,41,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09129",0,2699,0,0,0,670,166,0,0,830,0,62,0,0,0,0,249,0,0,266,0,0,162,0,0,149,0,87,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09225",0,4888,0,0,0,636,494,0,0,704,0,22,0,0,0,0,1325,0,0,404,0,0,240,0,0,269,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09321",0,3237,0,0,0,482,247,0,0,447.5,0,11,0,0,0,0,699,0,0,221.5,0,0,137,0,0,134.5,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09417",0,1586,0,0,0,328,0,0,0,191,0,0,0,0,0,0,73,0,0,39,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09513",0,1373,0,0,0,382,0,0,0,191,0,0,0,0,0,0,99,0,0,59,0,0,27,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09609",0,1166.5,0,0,0,384.5,0,0,0,154.5,0,0,0,0,0,0,68,0,0,51,0,0,13.5,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09705",0,1166.5,0,0,0,384.5,0,0,0,154.5,0,0,0,0,0,0,68,0,0,51,0,0,13.5,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09880",0,1166.5,0,0,0,384.5,0,0,0,154.5,0,0,0,0,0,0,68,0,0,51,0,0,13.5,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09897",0,960,0,0,0,387,0,0,0,118,0,0,0,0,0,0,37,0,0,43,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09993",0,564,0,0,0,129,0,0,0,59,0,0,0,0,0,0,49,0,0,28,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10089",0,1188.5,0,0,0,236,34,0,0,182,0,0,0,0,0,3.5,117.5,0,0,68,0,0,7,0,0,232.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10185",0,1188.5,0,0,0,236,34,0,0,182,0,0,0,0,0,3.5,117.5,0,0,68,0,0,7,0,0,232.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10281",0,1813,0,0,0,343,68,0,0,305,0,0,0,0,0,7,186,0,0,108,0,0,14,0,0,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10377",0,5418,0,0,0,639,0,0,0,583,0,0,0,0,0,0,792,0,0,431,0,0,0,0,111,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10473",0,5418,0,0,0,639,0,0,0,583,0,0,0,0,0,0,792,0,0,431,0,0,0,0,111,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_00010",227,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,250,0,0,0,0,174,0,0,0,0,414,194,0,70,0,0,0,0,0,0,0,250,0,0,0,0,0,754,0,0,0,50,53,0,0,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00106",603,11,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,370,0,0,0,0,370,0,0,0,0,917,134,0,155,0,0,0,0,0,0,0,797,0,21,0,0,0,663,0,0,0,0,0,0,0,631,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0
"S_00202",363,37.5,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,259,0,0,0,0,297.5,0,0,0,0,598.5,109.5,0,94.5,0,0,0,0,0,0,0,470.5,0,10.5,0,0,0,583.5,0,0,0,15,0,0,0,406.5,0,0,0,0,0,0,54.5,0,0,0,0,0,0,0,0,0,0,0,0
"S_00298",123,64,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,148,0,0,0,0,225,0,0,0,0,280,85,0,34,0,0,0,0,0,0,0,144,0,0,0,0,0,504,0,0,0,30,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00394",116.5,130,0,0,0,0,0,0,0,0,0,31.5,0,0,0,0,0,0,74,0,0,0,0,175.5,0,0,0,0,212,42.5,0,34,0,0,0,0,0,0,0,72,0,0,0,0,0,457.5,0,0,0,15,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00490",110,196,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,144,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,411,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00586",55,1490,0,0,0,0,0,57,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,95.5,0,0,0,0,72,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00682",55,1490,0,0,0,0,0,57,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,95.5,0,0,0,0,72,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00778",0,2784,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00874",0,2391,0,0,0,0,0,107.5,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,14.5,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00970",0,2391,0,0,0,0,0,107.5,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,14.5,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01066",0,2391,0,0,0,0,0,107.5,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,14.5,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01162",0,2391,0,0,0,0,0,107.5,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,14.5,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01258",0,2391,0,0,0,0,0,107.5,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,14.5,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01354",0,2391,0,0,0,0,0,107.5,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,14.5,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01450",0,2391,0,0,0,0,0,107.5,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,14.5,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01546",0,1998,0,0,0,0,0,101,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01642",0,1332,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01738",0,2552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01834",0,2289,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01930",0,1920,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02026",0,1551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02122",0,3947,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02218",0,4288,0,0,0,0,0,269,0,0,0,0,0,0,0,0,13,0,0,0,61,0,0,0,17,0,0,0,0,0,0,0,0,0,0,426,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02314",0,2194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02410",0,1642,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02506",0,1000,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02602",0,1263.5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02698",0,1263.5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02794",0,1527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02890",0,1836,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02986",0,1522,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03082",0,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03178",0,1775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03274",0,1490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03370",0,1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03466",0,2313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03562",0,2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.5,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03658",0,3575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03754",0,1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03850",0,1734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03946",0,1663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04042",0,1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04138",0,1382,0,0,0,0,0,36,0,0,0,0,0,0,0,0,13,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04234",0,1594.5,0,0,0,0,0,44.5,0,0,0,0,0,0,0,0,6.5,0,0,0,79,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04330",0,1807,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,17,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04426",0,2597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04522",0,2582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04618",0,1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.5,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04714",0,1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.5,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04810",0,1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.5,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04906",0,1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.5,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05002",0,1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.5,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05098",0,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05194",0,3077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05290",0,2142,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05386",0,1986,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05482",0,1241,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05578",0,2792,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05674",0,2238,0,0,0,296,0,0,0,0,0,0,0,0,0,0,13,0,0,0,17.5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05770",0,1684,0,0,0,270,0,0,0,0,0,0,0,0,0,0,26,0,0,0,35,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
