"","X_0001","X_0002","X_0004","X_0007","X_0008","X_0009","X_0010","X_0012","X_0015","X_0017","X_0018","X_0026","X_0027","X_0029","X_0034","X_0039","X_0041","X_0043","X_0053","X_0057","X_0066","X_0067","X_0073","X_0075","X_0077","X_0086","X_0097","X_0101","X_0112","X_0114","X_0119","X_0140","X_0160","X_0161","X_0188","X_0207","X_0210","X_0220","X_0289","X_0305","X_0318"
"S_10352",14241,0,7651,0,179,0,0,745,0,0,0,0,0,0,0,0,0,42,0,0,0,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10448",13476,0,6136,349,103,0,0,587,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10544",18585,0,7529,372,124,0,0,562,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_00093",0,0,2870,268,2183,0,0,0,398,0,0,0,486,0,0,335,3076,0,2116,0,0,0,42,0,0,0,532,50,59,0,0,0,0,0,0,0,0,0,0,0,0
"S_00189",0,0,4602,402,3960,0,0,0,779,0,0,0,347,0,0,192,2366,0,2469,0,0,0,41,0,0,0,406,26,66,0,0,0,0,0,0,0,0,0,0,0,0
"S_00285",0,0,2042,344,2877,0,0,0,365,0,0,0,176,0,0,143,788,0,1325,67,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00381",0,0,3303,245,3259,0,0,0,1153,0,0,0,0,0,0,103,844,0,1541,39,0,0,0,0,0,0,187,0,0,0,0,0,54,0,0,0,0,0,0,0,0
"S_00477",0,0,2538,652,3510,0,0,0,825,0,0,0,0,0,0,0,589,0,1014,142,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00573",0,0,2549,420,2626,0,0,0,870,0,0,0,0,0,0,47,755,0,1031,72,0,0,59,0,0,0,212,0,0,0,0,0,30,0,0,0,0,0,0,0,0
"S_00669",0,0,1871,370,457,0,0,0,142,0,0,0,0,0,0,101,211,0,775,72,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00765",0,0,1766,445,407,0,0,0,50,0,0,0,94,0,0,41,157,0,557,81,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00861",0,0,4117,684,581,0,0,0,118,0,0,0,265,0,0,74,272,0,1206,184,0,0,0,0,0,0,316,0,103,0,0,0,0,0,0,0,0,0,0,0,0
"S_00957",0,0,3270,693,440,0,0,0,80,0,0,0,0,0,0,40,246,0,479,120,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01053",0,0,4178,1139,457,0,0,0,77,0,0,0,0,0,0,48,274,0,481,87,0,0,0,0,0,0,115,0,63,0,0,0,0,0,0,0,0,0,0,0,0
"S_01149",0,0,2141,222,166,0,0,0,95,0,0,0,0,0,0,37,43,0,305,31,0,0,0,0,0,0,105,0,59,0,0,0,0,0,0,0,0,0,0,0,0
"S_01245",0,43,7470,2103,3138,0,0,0,1444,0,0,0,0,0,0,0,1114,0,208,512,0,0,315,0,0,0,82,0,68,0,0,0,64,0,0,0,0,0,0,0,0
"S_01341",0,0,2820,1252,361,0,0,0,114,0,0,0,0,0,0,0,203,0,187,110,0,0,55,0,0,0,80,0,53,0,0,0,14,0,0,0,0,0,0,0,0
"S_01437",0,0,2799,1020,262,0,0,0,93,0,0,0,0,0,0,0,111,0,0,76,0,0,0,0,0,0,32,0,41,0,0,0,0,0,0,0,0,0,0,0,0
"S_01533",0,0,17358,8118,3375,0,0,0,6179,0,0,0,0,0,0,0,3553,0,288,430,0,0,491,0,0,0,110,0,110,0,0,0,178,0,0,0,0,0,0,0,0
"S_01629",0,0,7600,2644,608,0,0,0,328,0,0,0,0,0,0,0,391,0,132,148,0,0,101,47,0,0,154,0,54,0,0,0,25,0,0,0,0,0,0,0,0
"S_01725",0,0,8143,2141,3763,0,0,0,3582,0,0,0,0,0,0,0,1032,0,110,331,0,0,422,0,0,0,78,0,104,0,0,0,65,0,0,0,0,0,0,0,0
"S_01821",0,0,9242,3221,3370,0,0,0,1843,0,0,0,0,0,0,0,670,0,145,227,0,0,290,0,0,0,82,0,37,0,0,0,34,0,0,0,0,0,0,0,0
"S_01917",0,0,8489,3526,2644,0,0,0,1919,0,0,0,0,0,0,0,844,0,0,231,0,0,325,0,0,0,131,0,81,0,0,0,38,0,0,0,0,0,0,0,0
"S_02013",0,0,11697,5069,3632,0,0,0,2526,0,0,0,0,0,0,0,1465,0,105,260,0,0,370,72,0,0,160,0,77,0,0,0,0,0,0,0,0,0,0,0,0
"S_02109",0,0,12644,5032,4263,0,0,0,1754,0,0,0,0,0,0,0,956,0,0,201,0,0,388,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02205",0,0,11895,4363,2398,0,0,0,667,0,0,0,0,0,0,0,1000,0,0,154,0,0,417,0,0,0,52,0,52,0,0,0,25,0,0,0,0,0,0,0,0
"S_02301",0,0,14824,3881,2057,0,0,0,622,0,0,0,0,0,0,0,1544,0,0,130,0,0,363,0,0,0,67,0,26,0,0,0,0,0,0,0,0,0,0,0,0
"S_02397",0,0,14369,4081,680,0,0,0,370,0,0,0,0,0,0,0,265,0,0,0,0,0,50,65,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02493",0,0,21912,9999,5378,0,0,0,1036,0,0,0,0,0,0,0,1805,0,0,0,0,0,345,0,0,0,67,0,0,0,0,0,36,0,0,0,0,0,0,0,0
"S_02589",0,0,10967,4490,2055,0,0,0,1362,0,0,0,0,0,0,0,562,0,0,78,0,0,222,0,0,0,18,0,28,0,0,0,0,0,0,0,0,0,0,0,0
"S_02685",0,0,10992,3145,367,0,0,0,219,0,0,0,0,0,0,0,167,0,0,39,0,0,52,0,0,0,48,0,29,0,0,0,13,0,0,0,0,0,0,0,0
"S_02781",0,28,9162,1487,160,0,0,0,179,0,0,0,0,0,0,0,92,0,0,0,0,0,43,28,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02877",0,0,21471,11011,1594,0,0,0,710,0,0,0,0,0,0,0,1086,0,0,0,0,0,324,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02973",0,0,12251,2970,365,0,0,0,245,0,0,0,0,0,0,0,188,0,0,0,0,0,55,31,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03069",0,0,10585,1019,153,0,0,0,198,0,0,0,0,0,0,0,75,0,0,0,0,0,0,30,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03165",0,0,10450,3948,2024,0,0,0,1788,0,0,0,0,0,0,0,434,0,0,0,0,0,148,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03261",0,0,13316,4153,2101,0,0,0,1288,0,0,0,0,0,0,0,286,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03357",0,0,7123,2269,386,0,0,0,131,0,0,0,0,0,0,0,85,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03453",0,0,11047,2904,1192,0,0,0,1388,0,0,0,0,0,0,0,251,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03549",0,0,12260,5607,2214,0,0,0,674,0,0,0,0,0,0,0,352,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0
"S_03645",0,0,12516,2157,413,0,0,0,295,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
"S_03741",0,0,14014,4004,527,0,0,0,157,0,0,0,0,0,0,0,123,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03837",0,0,12632,3698,2507,0,0,0,1254,0,0,0,0,0,0,0,268,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0
"S_03933",0,0,6437,1987,1159,0,0,0,475,0,0,0,0,0,0,0,97,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04029",0,0,7653,721,112,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04125",0,0,8249,1591,241,0,0,0,110,0,0,0,0,0,0,0,48,0,0,0,0,0,21,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0
"S_04221",0,0,6299,607,87,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04317",0,0,8048,3354,1806,0,0,0,405,0,0,0,0,0,0,0,82,0,0,0,0,0,100,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0
"S_04413",0,0,7031,1515,217,0,0,0,101,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04509",0,0,6495,3291,2410,0,0,0,810,0,0,0,102,0,0,0,75,0,0,0,0,0,98,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0
"S_04605",0,0,6071,2291,2211,0,0,0,592,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0
"S_04701",0,0,4040,1088,1862,0,0,0,283,0,0,0,41,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0
"S_04797",0,0,5131,1447,1326,0,0,0,819,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04893",0,0,4224,3013,1893,0,0,0,367,0,0,0,98,0,0,0,30,0,0,0,0,0,60,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0
"S_04989",0,0,3883,2733,1463,0,0,0,307,0,0,0,66,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05085",0,0,4517,4597,3486,0,0,0,543,0,0,0,205,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,205,0,92,0,0,0,0,0,0,0,0,0
"S_05181",0,0,3893,1987,0,0,0,0,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0
"S_05277",0,0,1976,4705,562,0,0,0,281,0,0,0,262,0,0,0,27,0,0,0,0,0,78,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0
"S_05373",0,0,1942,3224,307,0,0,0,121,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,69,0,0,0,0,0,0,0,0,0
"S_05469",0,0,1016,2984,2235,0,0,0,289,0,0,0,196,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0
"S_05565",0,0,1420,2347,2069,0,0,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05661",0,0,561,1709,2364,0,0,0,195,0,0,0,120,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05757",0,0,971,2542,2804,0,0,0,230,0,0,0,181,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0
"S_05853",0,0,557,2719,3745,0,0,0,402,0,0,0,291,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0
"S_05949",0,0,557,2618,4015,0,0,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,248,0,94,0,0,0,0,0,0,0,0,0
"S_06045",0,0,742,3078,5062,0,0,0,174,0,0,0,250,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0
"S_06141",0,0,465,1378,868,0,0,0,50,0,0,0,133,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0
"S_06237",0,0,1907,1780,661,0,0,0,193,0,0,0,127,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06333",0,0,3631,1339,1567,0,0,0,557,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0
"S_06429",0,0,944,1522,919,0,0,0,140,0,0,0,103,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0
"S_06525",0,0,1473,1418,4818,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0
"S_06621",0,0,885,1606,7624,0,0,0,223,0,0,0,54,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0
"S_06717",0,0,3415,1720,1189,0,0,0,374,0,0,0,122,0,0,0,15,0,0,0,0,0,100,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0
"S_06813",0,0,2818,2317,7710,0,0,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0
"S_06909",0,0,3379,1749,6100,0,0,0,920,0,0,0,110,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,0,0
"S_07005",0,0,1767,1846,1195,0,0,0,443,0,0,0,86,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,319,0,0,0,0,0,0,0,0,0,0,0
"S_07101",0,0,1381.5,1547.5,2712,0,0,0,546,0,0,0,43,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0
"S_07197",0,0,996,1249,4229,0,0,0,649,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,381,0,0,0,0,0,0,0,0,0,0,0
"S_07293",0,0,2225,1963,5572,0,0,0,1171,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0
"S_07389",0,0,597,976,2407,0,0,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07485",0,0,1574,1545,5433,0,0,0,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,516,0,0,0,0,0,0,0,0,0,0,0
"S_07581",0,0,6809,1466,3653,0,0,0,1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07677",0,0,1825,1430,4105,0,0,0,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07773",0,0,4924,1605,4508,0,0,0,1875,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,394,0,0,0,0,0,0,0,0,0,0,0
"S_07869",0,0,9479,1536,4487,0,0,0,6319,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,735,0,0,0,0,0,0,0,0,0,0,0
"S_07965",0,0,7703,1710,5980,0,0,0,4444,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,546,0,0,0,0,0,0,0,0,0,0,0
"S_08061",0,0,6034,1562,4159,0,0,0,2301,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,413,0,0,0,0,0,0,0,0,0,0,0
"S_08157",0,0,5343,2124,4965,0,0,0,1656,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0
"S_08253",0,0,9275,1905,4403,0,0,0,2370,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0
"S_08349",0,409,9432,2650,3609,0,0,0,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0
"S_08445",0,1480,11463.5,2343.5,4363,0,0,0,2894.5,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0
"S_08541",0,2551,13495,2037,5117,0,0,0,4574,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0
"S_08637",0,2513,17577,1969,1276,0,0,0,4029,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08733",0,1693,13003,2135,4546,0,0,0,3399,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0
"S_08829",0,4013,15989,3045,5710,0,0,0,3054,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0
"S_08925",0,1202,8456,1528,2814,0,0,0,1629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0
"S_09021",0,2299,7949,664,1044,0,0,0,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09117",0,2928,9467,2958,4076,0,0,0,1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0
"S_09213",0,2791,7048,1707,2526,0,0,0,1149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0
"S_09309",0,4358,11038,3033,4293,0,0,0,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09405",0,2075,8288,2864,3984,0,0,0,987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09501",0,1691,8100,2900,3309,0,0,0,775,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0
"S_09597",0,2256,13013,2965,4615,0,0,0,1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09693",0,3258,9989,1295,2097,0,0,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09789",0,3350,13185,2980,4860,0,0,0,1625,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,15,0,0,330,0,0,0,0,0,0,0,0,0,0,0
"S_09796",0,2477,6745,1476,2329,0,0,0,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0
"S_09981",0,2168,6119,6183,6288,0,0,0,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0
"S_10077",0,3743,9311,2035,3002,0,0,0,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0
"S_10173",0,2811,10581,1673,3433,0,0,0,904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10269",0,3992,10406,2070,4567,0,0,0,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0
"S_10365",0,5249,12984,2769,5874,0,0,0,1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0
"S_10461",0,3441,12018,2292,4759,0,0,0,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0
"S_10557",0,8234,43343,18123,15661,0,0,0,5876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,0,0
"1114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_00094",0,0,1740,61,76,0,0,0,265,3451,0,0,175,0,0,0,123,0,180,0,8174,0,0,0,0,0,487,241,0,0,33,0,0,0,0,0,0,0,0,0,0
"S_00190",0,0,1130,114,121,0,0,0,200,4235,0,0,121,0,0,0,95,0,0,0,7019,0,0,0,0,0,159,121,41,0,16,0,0,0,13,0,0,0,0,0,0
"S_00286",0,0,749,313,208,0,0,0,109,2440,0,0,0,0,0,0,76,0,0,43,2232,0,0,0,0,0,43,47,0,0,0,0,0,0,9,0,0,0,0,0,0
"S_00382",0,0,1586,656,326,0,0,0,405,3574,0,0,0,67,0,0,116,0,184,0,4177,0,0,0,0,0,67,34,0,0,90,0,45,0,0,0,0,0,0,0,0
"S_00478",0,0,560,919,225,0,0,0,38,1480,0,0,0,125,0,0,81,0,0,158,2026,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
"S_00574",0,0,681,404,192,0,0,0,59,2451,0,0,0,133,0,0,44,0,99,79,2925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00670",0,0,1101,430,0,0,0,0,0,1754,0,0,0,0,0,0,45,0,0,81,1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00766",0,0,971,783,0,0,0,0,23,1429,12,0,28,99,0,0,25,0,0,48,2658,0,0,0,0,0,32,0,12,0,0,0,0,0,0,0,0,0,0,0,0
"S_00862",0,0,2008,1322,104,0,0,0,35,3111,40,0,0,196,0,0,46,0,0,98,4911,0,0,0,0,0,46,0,40,0,0,0,0,0,0,0,0,0,0,0,0
"S_00958",0,0,1107,632,125,0,0,0,52,1974,0,0,0,141,0,0,68,0,0,0,2831,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
"S_01054",0,0,1567,792,80,0,0,0,64,1545,0,0,0,72,0,0,0,0,0,76,2460,0,0,0,0,0,34,0,34,0,0,0,0,0,0,0,0,0,0,0,0
"S_01150",0,0,1341,607,0,0,0,0,24,2295,15,0,0,101,0,0,15,0,0,68,2557,0,0,0,0,0,30,27,48,0,0,0,30,0,0,0,0,0,0,0,0
"S_01246",0,0,496,1501,182,0,0,0,336,1767,37,0,0,392,0,0,15,0,43,287,4193,0,96,0,0,0,18,0,43,0,22,0,71,0,0,0,0,0,0,0,0
"S_01342",0,0,366,1087,0,0,0,0,36,1301,31,0,0,130,0,0,8,0,36,51,2999,0,0,0,0,0,18,0,15,0,0,0,0,0,0,0,0,0,0,0,0
"S_01438",0,0,2442,459,80,0,0,0,34,1566,0,0,0,72,0,0,0,0,0,42,1646,0,0,0,0,0,76,76,42,0,0,0,0,0,0,0,0,0,0,0,0
"S_01534",0,0,4694,2064,200,0,0,0,449,1994,73,0,0,919,0,0,45,0,48,121,4881,0,107,0,0,0,55,41,55,0,0,0,86,0,0,0,0,0,0,0,0
"S_01630",0,0,1668,1081,88,0,0,0,17,2308,22,0,0,251,0,0,0,0,0,63,3808,0,0,0,0,0,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01726",0,0,361,1073,306,0,0,0,527,1168,32,0,0,1267,0,0,0,0,0,105,3716,0,86,0,0,0,10,0,0,0,0,0,57,0,0,0,0,0,0,0,0
"S_01822",0,0,2423,674,252,0,0,0,830,1205,48,0,0,1518,0,0,0,0,0,0,1953,0,0,0,0,0,20,0,0,0,0,0,54,0,0,0,0,0,0,0,0
"S_01918",0,0,597,1707,248,0,0,0,500,2373,69,0,0,1676,0,0,0,0,0,124,3625,0,138,0,0,0,0,0,59,0,14,0,48,0,24,0,0,0,0,0,0
"S_02014",0,0,2519,5428,609,0,0,0,534,5154,274,0,0,3026,0,0,48,0,0,301,6311,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0
"S_02110",0,0,753,3081,527,0,0,0,328,4831,152,0,0,2212,0,0,0,0,0,0,6305,0,134,0,0,0,0,0,74,0,0,0,60,0,0,0,0,0,0,0,0
"S_02206",0,0,729,1687,307,0,0,0,475,1257,78,0,0,1237,0,0,0,0,0,78,2007,0,0,0,0,0,0,0,0,0,12,176,41,0,0,0,0,0,0,0,0
"S_02302",0,0,863,1165,216,0,0,0,139,2253,73,0,0,2585,0,0,0,0,0,56,3408,0,0,0,0,0,0,0,23,0,0,76,53,0,0,0,0,0,0,0,0
"S_02398",0,0,465,1697,99,0,0,0,27,2479,31,0,0,1552,0,0,0,0,0,0,4619,0,50,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
"S_02494",0,0,649,1491,360,0,0,0,132,1759,54,0,0,2964,0,0,0,49,0,42,3780,0,47,0,0,0,0,0,31,0,0,56,19,0,21,0,0,0,0,0,0
"S_02590",0,0,371,913,269,0,0,0,241,963,52,0,0,1674,0,0,0,65,0,0,1287,0,0,0,0,0,0,0,24,0,37,73,42,0,26,0,0,0,0,0,0
"S_02686",0,0,2344,985,0,0,0,0,170,1155,0,0,0,1087,0,0,0,0,0,0,900,0,0,0,0,0,204,0,136,0,0,0,0,0,0,0,0,0,0,0,0
"S_02782",0,0,845,923,82,0,0,0,26,2127,30,0,0,1389,0,0,0,107,0,0,2616,0,41,0,0,0,15,0,70,0,0,0,11,0,26,0,0,0,0,0,0
"S_02878",0,0,726,1684,193,0,0,0,64,2291,61,0,0,2349,0,0,0,122,0,0,3171,0,0,0,0,0,0,0,39,0,48,122,32,0,45,0,0,0,0,0,0
"S_02974",0,0,863,579,56,0,0,0,13,1552,23,0,0,1138,0,0,0,146,0,0,1171,0,0,0,0,0,0,0,36,0,63,0,30,0,30,0,0,0,0,0,0
"S_03070",0,0,4261,718,108,0,0,0,151,2912,35,0,0,1978,0,0,0,224,35,0,2294,0,0,19,0,0,42,0,0,0,35,0,0,0,35,0,0,0,0,0,0
"S_03166",0,0,2985,881,428,0,0,0,213,1553,93,0,0,2852,0,0,0,120,0,0,1314,0,0,0,0,0,40,0,42,0,69,44,47,0,55,0,0,0,0,0,0
"S_03262",0,0,2039,727,376,0,0,0,314,1821,83,0,0,3086,0,0,0,144,0,0,1782,0,0,0,0,0,23,0,60,0,89,78,41,0,53,0,0,0,0,0,0
"S_03358",0,0,602,371,0,0,0,0,41,548,0,0,0,688,0,0,0,44,0,0,568,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0
