"sampleID","time","resource","inoculum","replicate.id","treat1","treat2","missing","timeChar"
"S_03373",36,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_036"
"S_03469",37,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_037"
"S_03565",38,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_038"
"S_03661",39,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_039"
"S_03757",40,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_040"
"S_03853",41,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_041"
"S_03949",42,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_042"
"S_04045",43,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_043"
"S_04141",44,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_044"
"S_04237",45,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_045"
"S_04333",46,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_046"
"S_04429",47,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_047"
"S_04525",48,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_048"
"S_04621",49,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_049"
"S_04717",50,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_050"
"S_04813",51,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_051"
"S_04909",52,"Medium-A","Soil",1,"Soil/Medium-A","SA","Y","Day_052"
"S_05005",53,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_053"
"S_05101",54,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_054"
"S_05197",55,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_055"
"S_05293",56,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_056"
"S_05389",57,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_057"
"S_05485",58,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_058"
"S_05581",59,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_059"
"S_05677",60,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_060"
"S_05773",61,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_061"
"S_05869",62,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_062"
"S_05965",63,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_063"
"S_06061",64,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_064"
"S_06157",65,"Medium-A","Soil",1,"Soil/Medium-A","SA","Y","Day_065"
"S_06253",66,"Medium-A","Soil",1,"Soil/Medium-A","SA","Y","Day_066"
"S_06349",67,"Medium-A","Soil",1,"Soil/Medium-A","SA","Y","Day_067"
"S_06445",68,"Medium-A","Soil",1,"Soil/Medium-A","SA","Y","Day_068"
"S_06541",69,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_069"
"S_06637",70,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_070"
"S_06733",71,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_071"
"S_06829",72,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_072"
"S_06925",73,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_073"
"S_07021",74,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_074"
"S_07117",75,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_075"
"S_07213",76,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_076"
"S_07309",77,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_077"
"S_07405",78,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_078"
"S_07501",79,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_079"
"S_07597",80,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_080"
"S_07693",81,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_081"
"S_07789",82,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_082"
"S_07885",83,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_083"
"S_07981",84,"Medium-A","Soil",1,"Soil/Medium-A","SA","Y","Day_084"
"S_08077",85,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_085"
"S_08173",86,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_086"
"S_08269",87,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_087"
"S_08365",88,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_088"
"S_08461",89,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_089"
"S_08557",90,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_090"
"S_08653",91,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_091"
"S_08749",92,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_092"
"S_08845",93,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_093"
"S_08941",94,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_094"
"S_09037",95,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_095"
"S_09133",96,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_096"
"S_09229",97,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_097"
"S_09325",98,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_098"
"S_09421",99,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_099"
"S_09517",100,"Medium-A","Soil",1,"Soil/Medium-A","SA","Y","Day_100"
"S_09613",101,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_101"
"S_09709",102,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_102"
"S_09876",103,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_103"
"S_09901",104,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_104"
"S_09997",105,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_105"
"S_10093",106,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_106"
"S_10189",107,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_107"
"S_10285",108,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_108"
"S_10381",109,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_109"
"S_10477",110,"Medium-A","Soil",1,"Soil/Medium-A","SA","N","Day_110"
"111",NA,NA,NA,NA,NA,NA,NA,NA
"S_00014",1,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_001"
"S_00110",2,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_002"
"S_00206",3,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_003"
"S_00302",4,"Medium-A","Soil",2,"Soil/Medium-A","SA","Y","Day_004"
"S_00398",5,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_005"
"S_00494",6,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_006"
"S_00590",7,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_007"
"S_00686",8,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_008"
"S_00782",9,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_009"
"S_00878",10,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_010"
"S_00974",11,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_011"
"S_01070",12,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_012"
"S_01166",13,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_013"
"S_01262",14,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_014"
"S_01358",15,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_015"
"S_01454",16,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_016"
"S_01550",17,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_017"
"S_01646",18,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_018"
"S_01742",19,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_019"
"S_01838",20,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_020"
"S_01934",21,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_021"
"S_02030",22,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_022"
"S_02126",23,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_023"
"S_02222",24,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_024"
"S_02318",25,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_025"
"S_02414",26,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_026"
"S_02510",27,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_027"
"S_02606",28,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_028"
"S_02702",29,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_029"
"S_02798",30,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_030"
"S_02894",31,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_031"
"S_02990",32,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_032"
"S_03086",33,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_033"
"S_03182",34,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_034"
"S_03278",35,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_035"
"S_03374",36,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_036"
"S_03470",37,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_037"
"S_03566",38,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_038"
"S_03662",39,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_039"
"S_03758",40,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_040"
"S_03854",41,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_041"
"S_03950",42,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_042"
"S_04046",43,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_043"
"S_04142",44,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_044"
"S_04238",45,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_045"
"S_04334",46,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_046"
"S_04430",47,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_047"
"S_04526",48,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_048"
"S_04622",49,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_049"
"S_04718",50,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_050"
"S_04814",51,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_051"
"S_04910",52,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_052"
"S_05006",53,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_053"
"S_05102",54,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_054"
"S_05198",55,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_055"
"S_05294",56,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_056"
"S_05390",57,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_057"
"S_05486",58,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_058"
"S_05582",59,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_059"
"S_05678",60,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_060"
"S_05774",61,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_061"
"S_05870",62,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_062"
"S_05966",63,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_063"
"S_06062",64,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_064"
"S_06158",65,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_065"
"S_06254",66,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_066"
"S_06350",67,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_067"
"S_06446",68,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_068"
"S_06542",69,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_069"
"S_06638",70,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_070"
"S_06734",71,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_071"
"S_06830",72,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_072"
"S_06926",73,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_073"
"S_07022",74,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_074"
"S_07118",75,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_075"
"S_07214",76,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_076"
"S_07310",77,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_077"
"S_07406",78,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_078"
"S_07502",79,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_079"
"S_07598",80,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_080"
"S_07694",81,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_081"
"S_07790",82,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_082"
"S_07886",83,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_083"
"S_07982",84,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_084"
"S_08078",85,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_085"
"S_08174",86,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_086"
"S_08270",87,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_087"
"S_08366",88,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_088"
"S_08462",89,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_089"
"S_08558",90,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_090"
"S_08654",91,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_091"
"S_08750",92,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_092"
"S_08846",93,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_093"
"S_08942",94,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_094"
"S_09038",95,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_095"
"S_09134",96,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_096"
"S_09230",97,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_097"
"S_09326",98,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_098"
"S_09422",99,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_099"
"S_09518",100,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_100"
"S_09614",101,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_101"
"S_09710",102,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_102"
"S_09875",103,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_103"
"S_09902",104,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_104"
"S_09998",105,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_105"
"S_10094",106,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_106"
"S_10190",107,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_107"
"S_10286",108,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_108"
"S_10382",109,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_109"
"S_10478",110,"Medium-A","Soil",2,"Soil/Medium-A","SA","N","Day_110"
"1111",NA,NA,NA,NA,NA,NA,NA,NA
"S_00015",1,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_001"
"S_00111",2,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_002"
"S_00207",3,"Medium-A","Soil",3,"Soil/Medium-A","SA","Y","Day_003"
"S_00303",4,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_004"
"S_00399",5,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_005"
"S_00495",6,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_006"
"S_00591",7,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_007"
"S_00687",8,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_008"
"S_00783",9,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_009"
"S_00879",10,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_010"
"S_00975",11,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_011"
"S_01071",12,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_012"
"S_01167",13,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_013"
"S_01263",14,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_014"
"S_01359",15,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_015"
"S_01455",16,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_016"
"S_01551",17,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_017"
"S_01647",18,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_018"
"S_01743",19,"Medium-A","Soil",3,"Soil/Medium-A","SA","Y","Day_019"
"S_01839",20,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_020"
"S_01935",21,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_021"
"S_02031",22,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_022"
"S_02127",23,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_023"
"S_02223",24,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_024"
"S_02319",25,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_025"
"S_02415",26,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_026"
"S_02511",27,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_027"
"S_02607",28,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_028"
"S_02703",29,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_029"
"S_02799",30,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_030"
"S_02895",31,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_031"
"S_02991",32,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_032"
"S_03087",33,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_033"
"S_03183",34,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_034"
"S_03279",35,"Medium-A","Soil",3,"Soil/Medium-A","SA","Y","Day_035"
"S_03375",36,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_036"
"S_03471",37,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_037"
"S_03567",38,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_038"
"S_03663",39,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_039"
"S_03759",40,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_040"
"S_03855",41,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_041"
"S_03951",42,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_042"
"S_04047",43,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_043"
"S_04143",44,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_044"
"S_04239",45,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_045"
"S_04335",46,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_046"
"S_04431",47,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_047"
"S_04527",48,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_048"
"S_04623",49,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_049"
"S_04719",50,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_050"
"S_04815",51,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_051"
"S_04911",52,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_052"
"S_05007",53,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_053"
"S_05103",54,"Medium-A","Soil",3,"Soil/Medium-A","SA","Y","Day_054"
"S_05199",55,"Medium-A","Soil",3,"Soil/Medium-A","SA","Y","Day_055"
"S_05295",56,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_056"
"S_05391",57,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_057"
"S_05487",58,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_058"
"S_05583",59,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_059"
"S_05679",60,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_060"
"S_05775",61,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_061"
"S_05871",62,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_062"
"S_05967",63,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_063"
"S_06063",64,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_064"
"S_06159",65,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_065"
"S_06255",66,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_066"
"S_06351",67,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_067"
"S_06447",68,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_068"
"S_06543",69,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_069"
"S_06639",70,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_070"
"S_06735",71,"Medium-A","Soil",3,"Soil/Medium-A","SA","Y","Day_071"
"S_06831",72,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_072"
"S_06927",73,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_073"
"S_07023",74,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_074"
"S_07119",75,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_075"
"S_07215",76,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_076"
"S_07311",77,"Medium-A","Soil",3,"Soil/Medium-A","SA","Y","Day_077"
"S_07407",78,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_078"
"S_07503",79,"Medium-A","Soil",3,"Soil/Medium-A","SA","Y","Day_079"
"S_07599",80,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_080"
"S_07695",81,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_081"
"S_07791",82,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_082"
"S_07887",83,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_083"
"S_07983",84,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_084"
"S_08079",85,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_085"
"S_08175",86,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_086"
"S_08271",87,"Medium-A","Soil",3,"Soil/Medium-A","SA","Y","Day_087"
"S_08367",88,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_088"
"S_08463",89,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_089"
"S_08559",90,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_090"
"S_08655",91,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_091"
"S_08751",92,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_092"
"S_08847",93,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_093"
"S_08943",94,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_094"
"S_09039",95,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_095"
"S_09135",96,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_096"
"S_09231",97,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_097"
"S_09327",98,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_098"
"S_09423",99,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_099"
"S_09519",100,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_100"
"S_09615",101,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_101"
"S_09711",102,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_102"
"S_09874",103,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_103"
"S_09903",104,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_104"
"S_09999",105,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_105"
"S_10095",106,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_106"
"S_10191",107,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_107"
"S_10287",108,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_108"
"S_10383",109,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_109"
"S_10479",110,"Medium-A","Soil",3,"Soil/Medium-A","SA","N","Day_110"
"1112",NA,NA,NA,NA,NA,NA,NA,NA
"S_00016",1,"Medium-A","Soil",4,"Soil/Medium-A","SA","N","Day_001"
"S_00112",2,"Medium-A","Soil",4,"Soil/Medium-A","SA","N","Day_002"
"S_00208",3,"Medium-A","Soil",4,"Soil/Medium-A","SA","N","Day_003"
"S_00304",4,"Medium-A","Soil",4,"Soil/Medium-A","SA","N","Day_004"
"S_00400",5,"Medium-A","Soil",4,"Soil/Medium-A","SA","N","Day_005"
"S_00496",6,"Medium-A","Soil",4,"Soil/Medium-A","SA","N","Day_006"
"S_00592",7,"Medium-A","Soil",4,"Soil/Medium-A","SA","N","Day_007"
"S_00688",8,"Medium-A","Soil",4,"Soil/Medium-A","SA","Y","Day_008"
"S_00784",9,"Medium-A","Soil",4,"Soil/Medium-A","SA","N","Day_009"
"S_00880",10,"Medium-A","Soil",4,"Soil/Medium-A","SA","N","Day_010"
"S_00976",11,"Medium-A","Soil",4,"Soil/Medium-A","SA","N","Day_011"
"S_01072",12,"Medium-A","Soil",4,"Soil/Medium-A","SA","N","Day_012"
"S_01168",13,"Medium-A","Soil",4,"Soil/Medium-A","SA","N","Day_013"
"S_01264",14,"Medium-A","Soil",4,"Soil/Medium-A","SA","N","Day_014"
"S_01360",15,"Medium-A","Soil",4,"Soil/Medium-A","SA","N","Day_015"
"S_01456",16,"Medium-A","Soil",4,"Soil/Medium-A","SA","N","Day_016"
"S_01552",17,"Medium-A","Soil",4,"Soil/Medium-A","SA","N","Day_017"
"S_01648",18,"Medium-A","Soil",4,"Soil/Medium-A","SA","N","Day_018"
"S_01744",19,"Medium-A","Soil",4,"Soil/Medium-A","SA","N","Day_019"
"S_01840",20,"Medium-A","Soil",4,"Soil/Medium-A","SA","N","Day_020"
"S_01936",21,"Medium-A","Soil",4,"Soil/Medium-A","SA","N","Day_021"
"S_02032",22,"Medium-A","Soil",4,"Soil/Medium-A","SA","N","Day_022"
"S_02128",23,"Medium-A","Soil",4,"Soil/Medium-A","SA","N","Day_023"
"S_02224",24,"Medium-A","Soil",4,"Soil/Medium-A","SA","N","Day_024"
"S_02320",25,"Medium-A","Soil",4,"Soil/Medium-A","SA","N","Day_025"
"S_02416",26,"Medium-A","Soil",4,"Soil/Medium-A","SA","N","Day_026"
"S_02512",27,"Medium-A","Soil",4,"Soil/Medium-A","SA","N","Day_027"
